No structure,IDE_STRCT,Groupe,Statut,Type structure,Charg. conception,Affichage,Responsablilté de gestion,Centre de services,Role VM Inspection,Année de construction,Nom route,Nom obstacle,ICG,Catégorie ICG,Date Insp. Générale Fermee,Superficie du tablier,Superficie du mur,Longitude,Latitude,X,Y
81-01522,6041605,,Actif Ville de Montréal,Mur,,,Ville de Montréal,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Inspections annuelle et générale par la Ville Montréal,2001,"Voie de service, dir. Est, côté Sud",,100,4,2016/09/20 00:00:00,,83,-73.6479651615592,45.5310044712977,293242.8343,5043464.857
81-01523,6041607,,Actif Ville de Montréal,Mur,,,Ville de Montréal,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Inspections annuelle et générale par la Ville Montréal,2001,"Voie de service, dir. Est, côté Sud",,100,4,2016/09/20 00:00:00,,384,-73.6475857495481,45.5318730887025,293272.6467,5043561.333
81-03120A,6030288,"P.I. Henri-Bourassa Ouest / CN, ouest de l'aut. 15",Actif Ville de Montréal,Mur,,,Ville de Montréal,15 - Arrondissement Saint-Laurent,Inspections annuelle et générale par la Ville Montréal,1977,boulevard Henri-Bourassa Ouest,,100,4,2016/07/25 00:00:00,,597,-73.6873681412376,45.5284037376582,290164.498,5043182.262
81-03120D,6029398,,Actif Ville de Montréal,Mur,,,Ville de Montréal,15 - Arrondissement Saint-Laurent,Inspections annuelle et générale par la Ville Montréal,1977,Boulevard Henri-Bourassa Ouest Dir. Ouest,,100,4,2016/07/27 00:00:00,,610,-73.686019049876,45.5291443197596,290270.0675,5043264.319
81-03120E,6029400,,Actif Ville de Montréal,Mur,,,Ville de Montréal,15 - Arrondissement Saint-Laurent,Inspections annuelle et générale par la Ville Montréal,1977,Boulevard Henri-Bourassa Ouest Dir. Est,,100,4,2016/07/28 00:00:00,,336,-73.6855619174926,45.5289770393638,290305.7311,5043245.646
81-03519,6069087,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,2003,"Voie de service 15 Nord, côté Ouest",,100,4,2016/09/26 00:00:00,,402,-73.6505948775186,45.529217343035,293037.0617,5043266.633
81-03520,6069097,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,2003,"Voie de service Nord, dir. Ouest, côté Nord",,100,4,2016/09/26 00:00:00,,234,-73.6497669839359,45.5300986705403,293101.911,5043364.455
81-03521,6069099,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,2002,"Boulevard Crémazie Ouest, dir. Ouest",,100,4,2016/09/22 00:00:00,,978,-73.6492339679888,45.5309654775084,293143.7232,5043460.707
81-03523,6069112,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,2002,"Sortie de l'Acadie Nord, dir. Ouest, côté Sud",,100,4,2016/09/26 00:00:00,,221,-73.6490590330957,45.5307833858625,293157.3493,5043440.446
81-05068C,6009818,"P.S. Rachel / CP, Est de Montgomery",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1932,rue Rachel Est,,100,4,2016/10/04 00:00:00,,124,-73.561393,45.5406895,300005.5789,5044532.349
81-05106C,6015786,P.O. Wellington / Canal Lachine,Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1995,rue Wellington,,100,4,2017/07/17 00:00:00,,190,-73.5577974794596,45.491054974919,300282.3974,5039016.219
81-05155B,6041701,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,1999,"Rue Chabanel Ouest, côté Nord",,100,4,2017/04/13 00:00:00,,121,-73.655693,45.536939,292640.5124,5044125.509
81-05155D,6041705,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,1999,"Voies du CP, côté Est",,100,4,2017/04/13 00:00:00,,236,-73.6552120226465,45.5365965036085,292678.0027,5044087.374
81-05157A,6041716,P.I. Rodolphe-Forget / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1997,"Boulevard Rodolphe-Forget, côté Ouest",,100,4,2017/05/03 00:00:00,,265,-73.567349,45.6379995,299549.5319,5055346.994
81-05157C,6041718,P.I. Rodolphe-Forget / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1997,"Boulevard Rodolphe-Forget, côté Est",,100,4,2017/05/03 00:00:00,,294,-73.5669515,45.6380215,299580.5227,5055349.413
81-05158A,6041720,P.I. Rodolphe-Forget / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1997,"Boulevard Rodolphe-Forget, côté Ouest",,100,4,2017/05/03 00:00:00,,294,-73.568147,45.6387545,299487.3919,5055430.952
81-05158C,6041722,P.I. Rodolphe-Forget / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1997,"Boulevard Rodolphe-Forget, côté Ouest",,100,4,2017/05/03 00:00:00,,372,-73.569154,45.639677,299408.9766,5055533.54
81-05158D,6041724,P.I. Rodolphe-Forget / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1997,"Boulevard Rodolphe-Forget, côté Est",,100,4,2017/05/03 00:00:00,,329,-73.568925,45.6398405,299426.8443,5055551.695
81-05158E,6041727,P.I. Rodolphe-Forget / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1997,"Boulevard Rodolphe-Forget, côté Est",,100,4,2017/05/03 00:00:00,,315,-73.567921,45.638897,299505.0238,5055446.774
81-05161A,6041729,T.V. Tunnel Atwater / Sous Canal Lachine,Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1952,"Avenue Atwater, côté Ouest",,100,4,2017/09/28 00:00:00,,400,-73.5745941479187,45.4764780812407,298968.022,5037397.369
81-05168A,6009923,"P.I. Cavendish / CP, De Maisonneuve",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1955,boulevard Cavendish,,100,4,2017/10/05 00:00:00,,154,-73.624976,45.4618315,295026.4978,5035774.588
81-05168E,6009991,"P.I. Cavendish / CP, De Maisonneuve",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1955,boulevard Cavendish,,100,4,2017/10/05 00:00:00,,248,-73.6259555,45.4625095,294950.016,5035850.053
81-05168F,6010002,"P.I. Cavendish / CP, De Maisonneuve",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1955,boulevard Cavendish,,100,4,2017/10/05 00:00:00,,134,-73.624769,45.4619825,295042.7118,5035791.343
81-05171A,6041748,"P.I. Clark / CP, Van Horne",Actif Ville de Montréal,Mur,,,Ville de Montréal,22 - Arrondissement Le Plateau-Mont-Royal,Inspections annuelle et générale par la Ville Montréal,1972,"Rue Clark, côté Ouest",,100,4,2018/08/30 00:00:00,,87,-73.6065595,45.528029,296476.4816,5043129.064
81-05171C,6041756,"P.I. Clark / CP, Van Horne",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1972,"Rue Clark, côté Ouest",,100,4,2018/08/01 00:00:00,,149,-73.6074855916862,45.5286239644552,296404.2318,5043195.279
81-05171D,6041759,"P.I. Clark / CP, Van Horne",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1952,Rue Clark,,100,4,2018/08/01 00:00:00,,70,-73.6071610237648,45.5286385337996,296429.5861,5043196.864
81-05171E,6041761,"P.I. Clark / CP, Van Horne",Actif Ville de Montréal,Mur,,,Ville de Montréal,22 - Arrondissement Le Plateau-Mont-Royal,Inspections annuelle et générale par la Ville Montréal,1972,"Rue Clark, côté Est",,100,4,2018/08/01 00:00:00,,142,-73.606423,45.5281265,296487.1582,5043139.885
81-05172A,6041763,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1933,"Ch. Côte-des-Neiges, côté Ouest",,100,4,2017/07/19 00:00:00,,397,-73.639586705592,45.5040275460905,293892.0422,5040465.719
81-05172C,6041768,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1933,"Ch. Côte-des-Neiges, côté Ouest",,100,4,2017/07/19 00:00:00,,247,-73.6409555,45.504657,293785.201,5040535.857
81-05172D,6041770,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1933,"Ch. Côte-des-Neiges, côté Est",,100,4,2017/07/19 00:00:00,,257,-73.6410876793798,45.5049545332604,293774.9301,5040568.94
81-05172E,6041772,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1933,"Ch. Côte-des-Neiges, côté Est",,100,4,2017/07/19 00:00:00,,411,-73.6391748162699,45.5041216519776,293924.2473,5040476.121
81-05175A,6041774,"P.I. De Lorimier / CP,  Nord de Masson",Actif Ville de Montréal,Mur,,,Ville de Montréal,22 - Arrondissement Le Plateau-Mont-Royal,Inspections annuelle et générale par la Ville Montréal,1930,"Avenue De Lorimier, dir. Sud, côté Ouest",,100,4,2016/09/13 00:00:00,,89,-73.583165,45.540036,298305.2424,5044461.256
81-05175C,6041779,"P.I. De Lorimier / CP,  Nord de Masson",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1930,"Avenue De Lorimier, dir. Sud, côté Ouest",,100,4,2016/09/13 00:00:00,,413,-73.584405,45.540623,298208.4734,5044526.591
81-05175D,6041782,"P.I. De Lorimier / CP,  Nord de Masson",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1930,"Avenue De Lorimier, dir. Nord, côté Est",,100,4,2016/09/15 00:00:00,,431,-73.5841975,45.54077,298224.6951,5044542.91
81-05175E,6030301,"P.I. De Lorimier / CP,  Nord de Masson",Actif Ville de Montréal,Mur,,,Ville de Montréal,22 - Arrondissement Le Plateau-Mont-Royal,Inspections annuelle et générale par la Ville Montréal,1930,"Avenue De Lorimier, dir. Nord, côté Est",,100,4,2016/09/15 00:00:00,,74,-73.582886,45.5401605,298327.0452,5044475.069
81-05176B,6041784,,Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,1972,"Rue Saint-Marc, dir. Nord, côté Ouest",,100,4,2016/06/29 00:00:00,,381,-73.5782785,45.491413,298681.586,5039057.362
81-05176C,6041786,,Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,1972,"Rue Saint-Marc, dir. Nord, côté Est",,100,4,2016/06/29 00:00:00,,381,-73.5782055,45.4914865,298687.2998,5039065.524
81-05177C,6041794,"T.V. St-Marc, du Fort / Aut. 720, CP et René-Lévesque Ouest",Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,1972,"Rue du Fort, dir. Sud, côté Est",,100,4,2017/10/16 00:00:00,,176,-73.5792886561951,45.4907336012131,298602.5555,5038981.938
81-05178E,6009053,P.I. Ave Girouard / Boul. De Maisonneuve et CP,Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1931,Avenue Girouard,,100,4,2018/05/29 00:00:00,,330,-73.6092029735525,45.4714332529709,296261.446,5036839.831
81-05183A,6041796,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,1961,"Boulevard Henri-Bourassa Ouest, côté Sud",,100,4,2016/03/21 00:00:00,,350,-73.677334,45.5396315,290951.0303,5044428.235
81-05183F,6041800,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,1961,"Boulevard Henri-Bourassa Ouest, côté Nord",,100,4,2016/03/21 00:00:00,,346,-73.6769535,45.5409365,290981.0653,5044573.196
81-05183G,6041802,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,1961,"Boulevard Henri-Bourassa Ouest, côté Sud",,100,4,2016/03/21 00:00:00,,322,-73.676572,45.54084,291010.8344,5044562.406
81-05186A,6041804,"P.I. Jarry / CP, à l'Est de Querbes",Actif Ville de Montréal,Mur,,,Ville de Montréal,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Inspections annuelle et générale par la Ville Montréal,1956,"Rue Jarry Ouest, dir. Est",,100,4,2018/09/26 00:00:00,,494,-73.6347835,45.532639,294272.7238,5043644.691
81-05186B,6041806,"P.I. Jarry / CP, à l'Est de Querbes",Actif Ville de Montréal,Mur,,,Ville de Montréal,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Inspections annuelle et générale par la Ville Montréal,1956,"Rue Jarry Ouest, dir. Ouest",,100,4,2016/09/01 00:00:00,,461,-73.6350635,45.5327065,294250.867,5043652.229
81-05186D,6041808,"P.I. Jarry / CP, à l'Est de Querbes",Actif Ville de Montréal,Mur,,,Ville de Montréal,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Inspections annuelle et générale par la Ville Montréal,1956,"Rue Jarry Ouest, dir. Ouest",,100,4,2016/09/01 00:00:00,,388,-73.6344475,45.5337685,294299.1773,5043770.169
81-05189A,6045101,"P.I. Masson / CP, Est de De Lorimier",Actif Ville de Montréal,Mur,,,Ville de Montréal,22 - Arrondissement Le Plateau-Mont-Royal,Inspections annuelle et générale par la Ville Montréal,1959,"Rue Masson, dir. Est, côté Sud",,100,4,2018/11/29 00:00:00,,388,-73.580296,45.5405985,298529.3591,5044523.539
81-05199C,6042024,"P.I. St-Denis / CP, des Carrières",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1933,"Rue Saint-Denis, coté Ouest, mur Bas",,100,4,2017/10/02 00:00:00,,84,-73.5969475,45.5302175,297227.5826,5043371.322
81-05199E,6042042,"P.I. St-Denis / CP, des Carrières",Actif Ville de Montréal,Mur,,,Ville de Montréal,22 - Arrondissement Le Plateau-Mont-Royal,Inspections annuelle et générale par la Ville Montréal,1933,"Rue Saint-Denis, côté Est",,100,4,2017/10/02 00:00:00,,222,-73.5957255,45.5299135,297322.9909,5043337.424
81-05202C,6018128,"P.I. St-Joseph / CP, D'Iberville",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1933,Boulevard Saint-Joseph Est,,100,4,2018/05/23 00:00:00,,451,-73.5731559926665,45.5419010083381,299087.0831,5044667.755
81-05208E,6042069,T.V. St-Rémi / Canal Lachine,Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1951,"Rue Saint-Rémi, côté Est",,100,4,2018/08/09 00:00:00,,152,-73.5878335,45.4688735,297932.009,5036553.318
81-05213A,6042075,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1960,"Avenue Victoria, côté Ouest",,100,4,2017/05/09 00:00:00,,411,-73.645218,45.4976135,293450.698,5039753.703
81-05213C,6042081,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1960,"Avenue Victoria, côté Ouest",,100,4,2017/05/09 00:00:00,,389,-73.6468025,45.4983215,293327.0075,5039832.608
81-05213E,6042085,"P.I. Victoria / CP, au Sud de Jean-Talon Ouest",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1960,"Avenue Victoria, côté Est",,100,4,2017/05/09 00:00:00,,346,-73.645052,45.4978005,293463.709,5039774.461
81-05214B,6008703,"P.I. Wellington / CN, à l'Est de la Congrégation",Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1961,"Rue Wellington, côté Nord",,100,4,2018/03/28 00:00:00,,81,-73.5585355,45.4815225,300223.9401,5037956.915
81-05214E,6008723,"P.I. Wellington / CN, à l'Est de la Congrégation",Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1961,rue Wellington côté Sud,,100,4,2018/03/27 00:00:00,,108,-73.558076,45.4822965,300259.924,5038042.904
81-05215C,6009182,T.V. Tunnel Wellington / Canal Lachine,Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1932,rue Wellington,,100,4,2016/10/04 00:00:00,,207,-73.5578840188144,45.49181002419,300275.6938,5039100.133
81-05289,6007821,,Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,1925,"Chemin de Trafalgar, côté Est",,100,4,2018/08/22 00:00:00,,422,-73.6001820016859,45.4941720002057,296969.9441,5039365.872
81-05316,6042093,,Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,2004,"Rue Berri, côté Est",,100,4,2016/04/13 00:00:00,,299,-73.552494,45.5117135,300698.4316,5041311.726
81-05324,6009280,,Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1957,chemin de la Côte-des-Neiges,,100,4,2018/10/04 00:00:00,,336,-73.6095709270927,45.4957686536903,296236.3635,5039544.266
